DANCe RAJ2000_1 RAJ2000_2 RAJ2000_3 DEJ2000_1 DEJ2000_2 DEJ2000_3 pmRA e_pmRA pmDE e_pmDE plx e_plx
J034607.79+212043.0 03 46 07.79 21 20 42.99 19.4 0.4 -42.9 0.3 7.3 1.2
J034608.37+232050.7 03 46 08.37 23 20 50.68 19.8 1.2 -43.8 1.2 7.4 1.2
J034608.71+244032.9 03 46 08.71 24 40 32.94 19.6 0.6 -41.5 0.6 7.0 1.2
J034609.59+224237.3 03 46 09.59 22 42 37.33 18.0 0.3 -43.2 0.2 7.2 1.2
J034610.09+260009.3 03 46 10.09 26 00 09.30 19.4 0.3 -45.0 0.2 7.5 1.2
J034612.66+233513.9 03 46 12.66 23 35 13.88 21.0 0.3 -44.0 0.2 7.5 1.2
J034613.01+270211.7 03 46 13.01 27 02 11.68 17.8 1.7 -45.9 1.7 7.5 1.2
J034613.85+224219.7 03 46 13.85 22 42 19.71 18.3 0.3 -45.3 0.2 7.5 1.2
J034614.06+232156.5 03 46 14.06 23 21 56.46 18.6 0.4 -44.1 0.3 7.4 1.2
J034615.11+264648.9 03 46 15.11 26 46 48.91 19.9 0.6 -46.1 0.6 7.7 1.2
J034616.08+214109.9 03 46 16.08 21 41 09.89 19.1 0.4 -41.9 0.3 7.1 1.2
J034618.55+235902.5 03 46 18.55 23 59 02.50 18.0 0.4 -41.5 0.3 7.0 1.1
J034619.41+230055.6 03 46 19.41 23 00 55.57 15.2 0.4 -41.1 0.3 6.7 1.1
J034619.43+260235.6 03 46 19.43 26 02 35.58 18.3 0.4 -47.4 0.3 7.8 1.2
J034619.57+235654.1 03 46 19.57 23 56 54.05 18.9 0.8 -46.7 0.8 7.7 1.2
J034619.86+245901.4 03 46 19.86 24 59 01.37 19.2 0.3 -48.7 0.2 8.0 1.3
J034621.36+243352.2 03 46 21.36 24 33 52.18 20.4 0.5 -43.2 0.4 7.3 1.2
J034621.40+230508.9 03 46 21.40 23 05 08.87 15.2 0.4 -42.9 0.4 7.0 1.1
J034621.63+230400.8 03 46 21.63 23 04 00.81 16.0 0.4 -43.4 0.3 7.1 1.2
J034622.25+235226.6 03 46 22.25 23 52 26.61 19.4 0.4 -40.6 0.3 6.9 1.1
J034622.32+210520.0 03 46 22.32 21 05 20.00 19.9 1.4 -43.0 1.4 7.3 1.2
J034622.46+232908.1 03 46 22.46 23 29 08.10 19.1 0.3 -44.4 0.2 7.4 1.2
J034623.03+243617.8 03 46 23.03 24 36 17.84 21.3 0.5 -43.0 0.4 7.3 1.2
J034623.12+242036.0 03 46 23.12 24 20 36.01 16.8 0.8 -44.2 0.8 7.3 1.2
J034623.47+240151.3 03 46 23.47 24 01 51.25 17.4 0.3 -42.1 0.2 7.0 1.1
J034623.73+225016.4 03 46 23.73 22 50 16.38 18.4 0.4 -44.6 0.3 7.4 1.2
J034623.73+263423.2 03 46 23.73 26 34 23.23 21.4 0.4 -46.8 0.4 7.9 1.2
J034624.14+242140.1 03 46 24.14 24 21 40.11 18.4 0.5 -43.4 0.5 7.2 1.2
J034624.64+242846.2 03 46 24.64 24 28 46.22 21.9 0.5 -43.8 0.5 7.5 1.2
J034625.17+212617.5 03 46 25.17 21 26 17.53 17.8 0.5 -43.3 0.4 7.2 1.2
J034625.39+240936.1 03 46 25.39 24 09 36.10 20.0 0.5 -41.0 0.4 7.0 1.1
J034626.09+240509.5 03 46 26.09 24 05 09.50 18.2 0.3 -42.5 0.2 7.1 1.2
J034627.10+214822.4 03 46 27.10 21 48 22.44 22.3 1.6 -49.3 1.6 8.4 1.3
J034627.28+241518.0 03 46 27.28 24 15 17.98 22.0 0.9 -45.0 0.9 7.7 1.2
J034627.78+233533.7 03 46 27.78 23 35 33.69 18.9 0.3 -46.3 0.2 7.7 1.2
J034629.73+210216.7 03 46 29.73 21 02 16.73 20.8 1.4 -49.4 1.4 8.3 1.3
J034631.02+230134.6 03 46 31.02 23 01 34.64 14.9 0.5 -42.1 0.4 6.9 1.1
J034631.19+240702.2 03 46 31.19 24 07 02.17 20.5 0.5 -43.1 0.4 7.3 1.2
J034631.32+221819.7 03 46 31.32 22 18 19.69 20.6 0.3 -44.7 0.2 7.6 1.2
J034632.03+242834.2 03 46 32.03 24 28 34.24 18.6 0.7 -43.1 0.7 7.2 1.2
J034632.32+255125.6 03 46 32.32 25 51 25.63 19.9 0.7 -44.5 0.6 7.5 1.2
J034634.20+233726.5 03 46 34.20 23 37 26.48 16.8 1.0 -43.9 1.0 7.2 1.2
J034634.25+235003.6 03 46 34.25 23 50 03.58 22.0 1.2 -44.6 1.2 7.6 1.2
J034634.99+233114.3 03 46 34.99 23 31 14.30 19.7 0.5 -44.3 0.4 7.5 1.2
J034635.35+235707.4 03 46 35.35 23 57 07.45 18.6 0.4 -43.8 0.3 7.3 1.2
J034635.53+240135.4 03 46 35.53 24 01 35.41 18.6 0.3 -45.4 0.2 7.5 1.2
J034636.07+230417.1 03 46 36.07 23 04 17.13 18.2 0.4 -45.6 0.3 7.6 1.2
J034638.90+243112.8 03 46 38.90 24 31 12.82 19.9 0.5 -46.2 0.4 7.7 1.2
J034640.02+234658.4 03 46 40.02 23 46 58.45 18.1 0.5 -44.6 0.4 7.4 1.2
J034640.25+232951.7 03 46 40.25 23 29 51.75 17.2 0.1 -47.4 0.2 7.7 1.2
J034640.27+254353.4 03 46 40.27 25 43 53.40 20.3 0.4 -45.0 0.3 7.5 1.2
J034640.41+225039.6 03 46 40.41 22 50 39.60 19.7 0.3 -46.2 0.2 7.7 1.2
J034640.59+222203.7 03 46 40.59 22 22 03.68 17.8 0.3 -41.5 0.2 7.0 1.1
J034642.99+242450.6 03 46 42.99 24 24 50.56 16.0 0.7 -42.2 0.6 6.9 1.1
J034643.18+233722.0 03 46 43.18 23 37 22.03 18.9 0.3 -43.4 0.2 7.3 1.2
J034644.79+244458.1 03 46 44.79 24 44 58.14 16.9 0.8 -42.7 0.7 7.0 1.2
J034645.78+252730.3 03 46 45.78 25 27 30.26 17.9 0.4 -46.7 0.3 7.7 1.2
J034647.19+252053.2 03 46 47.19 25 20 53.22 19.5 0.4 -46.1 0.3 7.7 1.2
J034648.56+230957.5 03 46 48.56 23 09 57.47 18.5 0.5 -44.8 0.4 7.5 1.2
J034650.02+240023.7 03 46 50.02 24 00 23.66 17.8 0.4 -38.8 0.3 6.6 1.1
J034650.10+233155.9 03 46 50.10 23 31 55.91 20.8 0.4 -43.7 0.4 7.4 1.2
J034650.19+221242.4 03 46 50.19 22 12 42.44 20.4 0.3 -42.7 0.2 7.3 1.2
J034651.44+240616.0 03 46 51.44 24 06 16.02 20.0 0.5 -43.4 0.4 7.3 1.2
J034651.57+213110.6 03 46 51.57 21 31 10.60 20.4 0.4 -47.1 0.3 8.0 1.3
J034652.97+241507.7 03 46 52.97 24 15 07.67 18.7 0.5 -43.1 0.4 7.2 1.2
J034653.61+241714.7 03 46 53.61 24 17 14.72 19.0 0.4 -46.5 0.4 7.7 1.2
J034653.97+240757.0 03 46 53.97 24 07 56.96 19.1 0.4 -44.1 0.4 7.4 1.2
J034654.39+224511.9 03 46 54.39 22 45 11.88 19.1 0.6 -45.7 0.5 7.6 1.2
J034654.88+242759.7 03 46 54.88 24 27 59.65 19.7 0.5 -44.9 0.4 7.5 1.2
J034655.31+232249.3 03 46 55.31 23 22 49.34 18.6 0.3 -45.5 0.2 7.6 1.2
J034655.32+241116.5 03 46 55.32 24 11 16.51 20.3 0.4 -43.6 0.4 7.4 1.2
J034655.35+255129.5 03 46 55.35 25 51 29.49 18.0 0.3 -38.5 0.2 6.5 1.1
J034655.78+235624.2 03 46 55.78 23 56 24.15 20.9 0.3 -45.7 0.2 7.7 1.2
J034657.10+231502.3 03 46 57.10 23 15 02.30 19.5 0.3 -45.6 0.2 7.6 1.2
J034658.17+233338.9 03 46 58.17 23 33 38.90 19.9 0.3 -44.7 0.2 7.5 1.2
J034658.26+240141.4 03 46 58.26 24 01 41.37 17.6 0.3 -41.5 0.2 6.9 1.1
J034658.54+242739.7 03 46 58.54 24 27 39.74 19.9 0.4 -45.5 0.4 7.6 1.2
J034659.32+240142.8 03 46 59.32 24 01 42.81 17.7 0.3 -42.8 0.2 7.1 1.2
J034659.40+243112.4 03 46 59.40 24 31 12.43 20.5 1.0 -46.6 1.0 7.8 1.3
J034700.29+242824.6 03 47 00.29 24 28 24.56 18.3 0.5 -41.8 0.4 7.0 1.1
J034701.85+241328.0 03 47 01.85 24 13 28.00 17.3 0.5 -42.5 0.4 7.0 1.2
J034702.35+233236.0 03 47 02.35 23 32 35.96 18.5 0.3 -44.3 0.2 7.4 1.2
J034703.59+240934.6 03 47 03.59 24 09 34.60 20.0 0.4 -45.2 0.4 7.6 1.2
J034703.78+233658.6 03 47 03.78 23 36 58.65 21.6 0.3 -43.6 0.2 7.5 1.2
J034704.05+215816.5 03 47 04.05 21 58 16.49 20.4 0.4 -47.1 0.3 7.9 1.3
J034704.21+235942.8 03 47 04.21 23 59 42.79 19.3 1.1 -44.4 1.0 7.4 1.2
J034704.76+252249.8 03 47 04.76 25 22 49.84 21.9 0.5 -47.7 0.5 8.0 1.3
J034705.46+234021.3 03 47 05.46 23 40 21.27 19.8 3.1 -44.5 3.1 7.5 1.3
J034705.68+200037.0 03 47 05.68 20 00 37.01 16.9 2.4 -44.7 2.4 7.4 1.3
J034705.79+234534.8 03 47 05.79 23 45 34.81 19.7 0.3 -43.5 0.2 7.3 1.2
J034706.10+234520.2 03 47 06.10 23 45 20.22 18.4 0.3 -42.7 0.2 7.1 1.2
J034707.35+231334.8 03 47 07.35 23 13 34.76 19.7 0.3 -46.1 0.3 7.7 1.2
J034707.88+242337.7 03 47 07.88 24 23 37.66 16.0 0.4 -44.2 0.3 7.2 1.2
J034708.15+241824.3 03 47 08.15 24 18 24.35 21.2 0.4 -47.1 0.3 7.9 1.3
J034708.55+234238.5 03 47 08.55 23 42 38.54 15.7 0.4 -44.5 0.3 7.2 1.2
J034709.19+240307.6 03 47 09.19 24 03 07.58 17.0 0.4 -45.0 0.3 7.4 1.2
J034709.42+241534.6 03 47 09.42 24 15 34.61 17.2 0.5 -42.6 0.4 7.1 1.2
J034709.52+232556.4 03 47 09.52 23 25 56.35 20.1 0.3 -41.3 0.2 7.1 1.2
J034710.65+235816.4 03 47 10.65 23 58 16.37 19.4 0.3 -43.2 0.2 7.3 1.2
J034711.03+241351.4 03 47 11.03 24 13 51.35 17.5 0.4 -42.6 0.4 7.1 1.2
J034711.79+241331.1 03 47 11.79 24 13 31.14 15.6 0.5 -40.8 0.5 6.7 1.1
J034711.87+241353.6 03 47 11.87 24 13 53.61 17.0 0.4 -39.9 0.4 6.7 1.1
J034713.17+240045.2 03 47 13.17 24 00 45.24 20.0 0.3 -41.4 0.2 7.1 1.2
J034713.67+234953.3 03 47 13.67 23 49 53.25 19.8 0.3 -48.0 0.3 8.0 1.3
J034715.38+232605.9 03 47 15.38 23 26 05.90 19.5 0.3 -43.6 0.2 7.4 1.2
J034715.45+242330.8 03 47 15.45 24 23 30.76 19.7 0.5 -43.9 0.4 7.4 1.2
J034716.45+244450.1 03 47 16.45 24 44 50.08 16.3 1.0 -43.6 1.0 7.1 1.2
J034717.93+242231.5 03 47 17.93 24 22 31.46 17.3 0.7 -43.6 0.7 7.2 1.2
J034718.07+242326.5 03 47 18.07 24 23 26.47 18.0 0.5 -47.4 0.4 7.8 1.2
J034720.43+222156.6 03 47 20.43 22 21 56.65 19.4 0.3 -44.7 0.2 7.5 1.2
J034720.47+195425.6 03 47 20.47 19 54 25.60 18.6 1.8 -46.8 1.8 7.8 1.3
J034721.04+240658.6 03 47 21.04 24 06 58.56 19.3 0.8 -44.3 0.8 7.4 1.2
J034721.84+255352.4 03 47 21.84 25 53 52.41 20.4 0.3 -46.7 0.2 7.8 1.2
J034721.93+262247.4 03 47 21.93 26 22 47.44 19.4 0.3 -45.0 0.3 7.5 1.2
J034722.02+232136.4 03 47 22.02 23 21 36.41 19.9 0.3 -43.3 0.2 7.3 1.2
J034722.29+254315.0 03 47 22.29 25 43 15.03 20.8 0.3 -44.4 0.2 7.5 1.2
J034722.38+241418.7 03 47 22.38 24 14 18.68 17.2 0.4 -41.7 0.4 6.9 1.1
J034722.46+223110.9 03 47 22.46 22 31 10.93 19.9 0.3 -43.3 0.2 7.4 1.2
J034722.69+234406.7 03 47 22.69 23 44 06.75 19.8 0.3 -46.7 0.2 7.8 1.2
J034722.90+225519.6 03 47 22.90 22 55 19.62 20.9 1.1 -47.9 1.0 8.1 1.3
J034723.24+221440.2 03 47 23.24 22 14 40.17 19.5 0.3 -45.0 0.2 7.6 1.2
J034723.86+230856.7 03 47 23.86 23 08 56.72 17.7 1.1 -44.8 1.1 7.4 1.2
J034725.11+241517.1 03 47 25.11 24 15 17.08 19.9 0.4 -43.2 0.4 7.3 1.2
J034725.80+250832.7 03 47 25.80 25 08 32.69 20.8 0.5 -47.6 0.5 8.0 1.3
J034725.90+252626.6 03 47 25.90 25 26 26.57 18.2 0.3 -46.3 0.2 7.6 1.2
J034726.77+233802.5 03 47 26.77 23 38 02.52 18.6 0.3 -42.6 0.2 7.1 1.2
J034727.63+224953.1 03 47 27.63 22 49 53.13 17.9 0.3 -40.0 0.2 6.8 1.1
J034727.72+220938.7 03 47 27.72 22 09 38.74 21.7 0.5 -44.4 0.4 7.6 1.2
J034728.12+232653.5 03 47 28.12 23 26 53.46 18.7 0.3 -42.4 0.2 7.1 1.2
J034728.40+263205.8 03 47 28.40 26 32 05.78 18.0 0.4 -47.9 0.3 7.8 1.2
J034728.43+244032.9 03 47 28.43 24 40 32.92 17.2 0.5 -46.5 0.4 7.6 1.2
J034729.45+241718.0 03 47 29.45 24 17 18.04 17.9 0.9 -45.8 0.9 7.5 1.2
J034729.48+241219.7 03 47 29.48 24 12 19.70 16.7 0.5 -41.3 0.4 6.8 1.1
J034729.60+235249.3 03 47 29.60 23 52 49.27 18.9 0.5 -43.9 0.5 7.3 1.2
J034729.93+233315.1 03 47 29.93 23 33 15.06 17.2 0.3 -42.3 0.2 7.0 1.1
J034730.58+261644.7 03 47 30.58 26 16 44.73 20.8 0.4 -45.9 0.3 7.7 1.2
J034731.13+211051.2 03 47 31.13 21 10 51.17 18.7 0.4 -45.8 0.3 7.7 1.2
J034731.54+272658.4 03 47 31.54 27 26 58.39 18.1 2.1 -40.7 2.1 6.8 1.2
J034731.65+235219.0 03 47 31.65 23 52 18.99 19.7 0.4 -45.0 0.4 7.5 1.2
J034732.00+241024.6 03 47 32.00 24 10 24.65 19.5 0.4 -42.3 0.4 7.1 1.2
J034732.19+231823.4 03 47 32.19 23 18 23.42 18.3 0.4 -44.0 0.3 7.3 1.2
J034734.17+254306.0 03 47 34.17 25 43 05.99 20.5 0.3 -47.2 0.2 7.9 1.3
J034734.52+240222.8 03 47 34.52 24 02 22.83 19.4 0.4 -43.8 0.3 7.4 1.2
J034734.79+224804.5 03 47 34.79 22 48 04.50 20.6 0.3 -45.1 0.2 7.6 1.2
J034735.87+245226.6 03 47 35.87 24 52 26.62 18.8 1.0 -43.6 0.9 7.3 1.2
J034736.03+232826.9 03 47 36.03 23 28 26.88 18.5 0.4 -44.4 0.3 7.4 1.2
J034737.36+252002.3 03 47 37.36 25 20 02.29 17.1 0.4 -44.9 0.3 7.4 1.2
J034737.66+242423.0 03 47 37.66 24 24 22.97 18.4 0.6 -45.5 0.6 7.5 1.2
J034738.37+243559.6 03 47 38.37 24 35 59.62 19.0 0.5 -43.0 0.4 7.2 1.2
J034739.01+243622.3 03 47 39.01 24 36 22.26 20.2 0.3 -46.6 0.2 7.8 1.2
J034739.35+242732.1 03 47 39.35 24 27 32.11 16.9 0.3 -43.9 0.2 7.2 1.2
J034739.79+230004.5 03 47 39.79 23 00 04.54 18.8 0.3 -42.6 0.2 7.2 1.2
J034740.38+241806.7 03 47 40.38 24 18 06.70 19.2 0.4 -47.3 0.3 7.8 1.2
J034740.96+214905.0 03 47 40.96 21 49 05.01 20.7 0.4 -44.9 0.3 7.6 1.2
J034741.45+235818.7 03 47 41.45 23 58 18.65 20.7 0.5 -43.3 0.4 7.4 1.2
J034742.85+281859.1 03 47 42.85 28 18 59.07 16.9 2.8 -40.6 2.9 6.7 1.2
J034743.88+261327.0 03 47 43.88 26 13 27.00 19.9 0.3 -45.3 0.2 7.6 1.2
J034744.44+243655.6 03 47 44.44 24 36 55.63 18.7 0.6 -42.4 0.6 7.1 1.2
J034744.66+234203.0 03 47 44.66 23 42 02.96 20.6 0.4 -44.2 0.3 7.5 1.2
J034744.66+221244.0 03 47 44.66 22 12 44.05 19.7 0.3 -43.7 0.2 7.4 1.2
J034744.68+222353.2 03 47 44.68 22 23 53.25 20.1 0.3 -43.4 0.2 7.4 1.2
J034745.75+240536.9 03 47 45.75 24 05 36.94 18.2 0.4 -42.0 0.4 7.0 1.1
J034745.91+243801.3 03 47 45.91 24 38 01.33 17.4 0.3 -44.4 0.2 7.3 1.2
J034746.40+240302.2 03 47 46.40 24 03 02.20 18.9 0.4 -43.5 0.3 7.3 1.2
J034747.86+251334.4 03 47 47.86 25 13 34.38 19.6 0.3 -44.9 0.2 7.5 1.2
J034747.93+223319.8 03 47 47.93 22 33 19.84 21.2 0.3 -43.5 0.2 7.5 1.2
J034749.78+242543.3 03 47 49.78 24 25 43.28 18.5 0.3 -46.2 0.2 7.6 1.2
J034750.41+235447.8 03 47 50.41 23 54 47.76 18.9 0.8 -41.7 0.8 7.0 1.2
J034751.97+233947.9 03 47 51.97 23 39 47.86 20.7 0.5 -45.2 0.5 7.6 1.2
J034752.87+225934.0 03 47 52.87 22 59 33.96 18.8 0.3 -42.5 0.2 7.2 1.2
J034754.16+223925.6 03 47 54.16 22 39 25.58 20.6 0.3 -46.5 0.2 7.8 1.2
J034755.60+232753.9 03 47 55.60 23 27 53.94 15.9 0.4 -39.6 0.3 6.6 1.1
J034756.64+241531.7 03 47 56.64 24 15 31.67 19.9 0.5 -43.9 0.4 7.4 1.2
J034758.04+220650.9 03 47 58.04 22 06 50.86 20.8 0.3 -44.6 0.3 7.6 1.2
J034759.37+243537.2 03 47 59.37 24 35 37.21 20.2 0.3 -46.5 0.2 7.8 1.2
J034759.67+293338.3 03 47 59.67 29 33 38.31 20.0 3.1 -49.3 3.3 8.1 1.4
J034759.74+223601.8 03 47 59.74 22 36 01.82 19.0 0.5 -43.6 0.5 7.3 1.2
J034759.74+244352.6 03 47 59.74 24 43 52.56 22.2 0.3 -47.8 0.2 8.1 1.3
J034804.67+233930.0 03 48 04.67 23 39 30.03 14.6 0.7 -40.9 0.7 6.7 1.1
J034804.98+232413.4 03 48 04.98 23 24 13.41 17.7 0.5 -45.2 0.4 7.5 1.2
J034805.71+223809.4 03 48 05.71 22 38 09.41 18.3 0.3 -44.4 0.2 7.4 1.2
J034805.87+235300.8 03 48 05.87 23 53 00.83 18.1 0.5 -40.8 0.5 6.9 1.1
J034806.64+240006.6 03 48 06.64 24 00 06.64 16.0 0.4 -40.6 0.4 6.7 1.1
J034808.95+234223.2 03 48 08.95 23 42 23.23 18.8 0.4 -41.6 0.3 7.0 1.1
J034809.22+235840.5 03 48 09.22 23 58 40.48 17.0 0.4 -42.7 0.3 7.1 1.2
J034810.18+235920.1 03 48 10.18 23 59 20.06 19.3 0.4 -42.2 0.4 7.1 1.2
J034810.99+233025.1 03 48 10.99 23 30 25.06 20.7 0.3 -43.0 0.3 7.3 1.2
J034813.31+235846.7 03 48 13.31 23 58 46.70 18.8 0.4 -42.2 0.4 7.1 1.2
J034815.24+232605.4 03 48 15.24 23 26 05.43 18.1 0.3 -43.2 0.2 7.2 1.2
J034815.28+234203.2 03 48 15.28 23 42 03.24 19.2 0.4 -41.8 0.3 7.1 1.2
J034815.48+251436.4 03 48 15.48 25 14 36.44 17.4 0.3 -42.3 0.2 7.0 1.1
J034815.65+255008.9 03 48 15.65 25 50 08.90 22.9 2.8 -49.0 2.8 8.3 1.4
J034816.63+263011.7 03 48 16.63 26 30 11.68 19.1 0.4 -49.3 0.3 8.1 1.3
J034817.37+234823.4 03 48 17.37 23 48 23.44 17.8 0.4 -41.4 0.4 6.9 1.1
J034817.62+220400.8 03 48 17.62 22 04 00.82 14.8 0.7 -40.9 0.7 6.7 1.1
J034818.02+235329.0 03 48 18.02 23 53 29.02 18.0 1.0 -43.7 0.9 7.3 1.2
J034819.01+242512.7 03 48 19.01 24 25 12.70 15.1 0.6 -42.9 0.5 7.0 1.1
J034819.48+263859.4 03 48 19.48 26 38 59.39 17.8 0.6 -44.2 0.5 7.3 1.2
J034820.30+245454.8 03 48 20.30 24 54 54.75 18.1 0.7 -44.9 0.7 7.4 1.2
J034820.58+233101.3 03 48 20.58 23 31 01.27 18.2 0.4 -43.8 0.4 7.3 1.2
J034820.82+232516.5 03 48 20.82 23 25 16.50 18.4 0.9 -47.2 0.8 7.8 1.2
J034821.53+243443.6 03 48 21.53 24 34 43.62 18.6 0.3 -46.6 0.2 7.7 1.2
J034822.66+225221.5 03 48 22.66 22 52 21.46 17.7 0.3 -46.6 0.2 7.7 1.2
J034822.70+232742.8 03 48 22.70 23 27 42.83 19.3 0.4 -43.7 0.3 7.4 1.2
J034822.77+235820.9 03 48 22.77 23 58 20.85 17.4 0.4 -43.1 0.4 7.1 1.2
J034823.92+230808.3 03 48 23.92 23 08 08.30 17.7 0.3 -44.9 0.2 7.4 1.2
J034824.83+222425.7 03 48 24.83 22 24 25.73 17.7 0.9 -49.3 0.9 8.1 1.3
J034825.24+241425.7 03 48 25.24 24 14 25.73 19.0 0.5 -44.4 0.4 7.4 1.2
J034829.76+235805.7 03 48 29.76 23 58 05.69 19.0 0.5 -40.2 0.4 6.8 1.1
J034830.10+242043.9 03 48 30.10 24 20 43.88 18.0 0.9 -43.9 0.8 7.3 1.2
J034831.84+240158.5 03 48 31.84 24 01 58.51 19.7 0.5 -43.2 0.4 7.3 1.2
J034833.79+240158.7 03 48 33.79 24 01 58.67 20.8 0.5 -42.3 0.5 7.2 1.2
J034835.19+225342.3 03 48 35.19 22 53 42.31 19.1 0.4 -44.5 0.3 7.5 1.2
J034835.50+241202.9 03 48 35.50 24 12 02.89 20.3 0.6 -43.3 0.6 7.3 1.2
J034836.34+251541.2 03 48 36.34 25 15 41.22 19.6 0.4 -45.6 0.3 7.6 1.2
J034838.37+223351.7 03 48 38.37 22 33 51.67 18.9 0.7 -46.0 0.6 7.7 1.2
J034839.31+245019.9 03 48 39.31 24 50 19.93 17.4 0.3 -44.5 0.2 7.3 1.2
J034839.92+241242.6 03 48 39.92 24 12 42.62 17.7 0.5 -43.9 0.4 7.3 1.2
J034840.43+243634.1 03 48 40.43 24 36 34.07 20.0 0.3 -46.4 0.2 7.8 1.2
J034840.60+250119.9 03 48 40.60 25 01 19.92 18.2 0.4 -41.2 0.3 6.9 1.1
J034842.68+242719.7 03 48 42.68 24 27 19.69 19.8 0.3 -48.0 0.2 8.0 1.3
J034843.13+263221.1 03 48 43.13 26 32 21.11 18.4 0.4 -45.6 0.3 7.5 1.2
J034844.05+250622.5 03 48 44.05 25 06 22.49 18.5 0.3 -44.1 0.2 7.3 1.2
J034844.69+243723.6 03 48 44.69 24 37 23.64 20.7 0.3 -45.1 0.2 7.6 1.2
J034845.35+243726.4 03 48 45.35 24 37 26.43 17.2 0.3 -47.4 0.2 7.7 1.2
J034848.22+212440.5 03 48 48.22 21 24 40.53 19.3 0.4 -43.5 0.3 7.4 1.2
J034848.97+241602.3 03 48 48.97 24 16 02.30 18.8 0.7 -48.4 0.6 8.0 1.3
J034849.34+235837.9 03 48 49.34 23 58 37.92 18.8 0.5 -42.1 0.4 7.1 1.2
J034850.45+251754.6 03 48 50.45 25 17 54.64 20.8 0.3 -44.3 0.2 7.5 1.2
J034850.67+230430.0 03 48 50.67 23 04 30.05 21.2 0.4 -47.7 0.3 8.0 1.3
J034852.28+252232.3 03 48 52.28 25 22 32.34 16.7 0.3 -41.5 0.2 6.9 1.1
J034855.65+242140.1 03 48 55.65 24 21 40.07 18.3 0.5 -42.8 0.5 7.1 1.2
J034857.05+263653.8 03 48 57.05 26 36 53.84 19.6 0.7 -44.3 0.6 7.4 1.2
J034857.36+241943.5 03 48 57.36 24 19 43.55 20.1 0.4 -43.6 0.4 7.4 1.2
J034857.41+231359.0 03 48 57.41 23 13 58.96 16.9 1.1 -44.5 1.1 7.3 1.2
J034857.51+273825.6 03 48 57.51 27 38 25.62 16.9 1.7 -40.9 1.7 6.7 1.1
J034858.29+230539.1 03 48 58.29 23 05 39.12 19.6 0.3 -45.8 0.2 7.7 1.2
J034858.50+231203.9 03 48 58.50 23 12 03.89 18.8 0.8 -43.4 0.7 7.3 1.2
J034900.98+245410.2 03 49 00.98 24 54 10.23 21.2 0.3 -50.0 0.2 8.3 1.3
J034901.02+225849.1 03 49 01.02 22 58 49.07 20.7 4.5 -45.3 4.5 7.7 1.4
J034901.15+233815.3 03 49 01.15 23 38 15.35 16.0 0.6 -44.8 0.6 7.3 1.2
J034901.50+241138.1 03 49 01.50 24 11 38.14 18.8 0.5 -44.9 0.4 7.5 1.2
J034902.97+215446.8 03 49 02.97 21 54 46.76 18.3 0.3 -47.9 0.3 7.9 1.3
J034904.86+233339.2 03 49 04.86 23 33 39.21 20.1 0.9 -44.3 0.9 7.5 1.2
J034905.18+220452.5 03 49 05.18 22 04 52.46 17.0 0.9 -44.7 0.8 7.4 1.2
J034905.87+234422.8 03 49 05.87 23 44 22.80 16.9 0.5 -39.1 0.5 6.6 1.1
J034905.92+230622.0 03 49 05.92 23 06 22.02 18.0 0.4 -46.4 0.3 7.7 1.2
J034906.12+234652.3 03 49 06.12 23 46 52.26 17.6 0.1 -43.7 0.1 7.2 1.2
J034908.83+255348.8 03 49 08.83 25 53 48.77 16.4 0.3 -46.4 0.2 7.5 1.2
J034909.74+240312.3 03 49 09.74 24 03 12.29 18.9 0.6 -45.0 0.6 7.5 1.2
J034911.04+242051.1 03 49 11.04 24 20 51.11 21.2 0.4 -43.8 0.3 7.5 1.2
J034911.22+240812.2 03 49 11.22 24 08 12.15 20.4 0.8 -47.5 0.8 7.9 1.3
J034911.26+223634.1 03 49 11.26 22 36 34.13 18.6 1.1 -43.2 1.1 7.3 1.2
J034911.42+241424.5 03 49 11.42 24 14 24.45 20.8 0.5 -42.0 0.4 7.2 1.2
J034912.19+235312.5 03 49 12.19 23 53 12.46 18.9 1.0 -43.6 1.0 7.3 1.2
J034912.32+231341.7 03 49 12.32 23 13 41.74 18.7 0.4 -47.4 0.3 7.8 1.2
J034912.52+241112.9 03 49 12.52 24 11 12.85 18.6 0.9 -39.7 0.9 6.7 1.1
J034912.64+254207.2 03 49 12.64 25 42 07.17 18.0 0.4 -45.5 0.3 7.5 1.2
J034913.22+212200.9 03 49 13.22 21 22 00.91 18.6 0.4 -45.3 0.3 7.6 1.2
J034915.12+243622.5 03 49 15.12 24 36 22.51 18.0 0.4 -44.2 0.3 7.3 1.2
J034915.39+243402.1 03 49 15.39 24 34 02.07 20.4 0.3 -44.5 0.2 7.5 1.2
J034915.62+232249.3 03 49 15.62 23 22 49.26 19.7 0.4 -47.2 0.3 7.9 1.3
J034916.17+264903.1 03 49 16.17 26 49 03.14 21.1 0.6 -43.4 0.5 7.4 1.2
J034916.42+240348.9 03 49 16.42 24 03 48.92 19.8 0.8 -45.5 0.8 7.6 1.2
J034920.31+252542.2 03 49 20.31 25 25 42.24 16.7 0.7 -43.2 0.6 7.1 1.2
J034920.60+244635.9 03 49 20.60 24 46 35.92 19.3 0.4 -43.1 0.3 7.2 1.2
J034921.25+244141.0 03 49 21.25 24 41 41.01 20.8 0.3 -45.5 0.2 7.7 1.2
